Description,Analysis results,Description Translated,Description Cleaned Translated
"No quiero sonar xenófobo, pero en Colombia necesitamos un Trump que nos saque tanto inmigrante venezolano. 😔",1,"I don't want to sound xenophobic, but in Colombia we need a Trump who will remove so many Venezuelan immigrants from us. 😔","I don't want to sound xenophobic, but in Colombia we need a Trump who will remove so many Venezuelan immigrants from us. 😔"
"@Libertadores @_felipemelo_ @Palmeiras Ya era hora, que se joda ese miserable que hace ver tan horrible al fútbol, es un deporte de contacto y todo, pero ese negro de mierda, mal dato, la caga toda, cae del culo ese cara de verga",1,"@Libertadores @_felipemelo_ @Palmeiras It's about time, screw that miserable guy who makes football look so horrible, it's a contact sport and everything, but that shitty black guy, bad information, he screws up the whole thing, that face of a man falls off his ass cock","It's about time, screw that miserable guy who makes football look so horrible, it's a contact sport and everything, but that shitty black guy, bad news, he screws up the whole thing, that dick face falls off his ass"
@Raggingdepress1 @Mariam87346377 @PatriotaNene @rosalalejandria Tambien puedes llevarte a uno y que te rebanen el cuello como ocurrió con el inmigrante terrorista que mató a 3 personas y decapitó a una mujer negra en Niza. Llegó 20 días antes a Lampedusa. https://t.co/9ReAlXsenl,1,@Raggingdepress1 @Mariam87346377 @PatriotaNene @rosalalejandria You can also take one and have your neck slit as happened with the immigrant terrorist who killed 3 people and beheaded a black woman in Nice. He arrived 20 days early in Lampedusa. https://t.co/9ReAlXsenl,"You can also take one and have your throat slit, as happened with the immigrant terrorist who killed 3 people and beheaded a black woman in Nice. He arrived 20 days early in Lampedusa."
"#Tobio encima de malísimo defendiendo , un asesino, ojalá termine en la carcel , mínimo 15 años, negro de mierda.",1,"#Tobio is very bad at defending, a murderer, I hope he ends up in jail, at least 15 years, shitty black man.","On top of terrible defending, a murderer, I hope he ends up in jail, at least 15 years, shitty black man."
"👉Está salvajada ha pasado hoy en el centro de Pamplona‼️

👉Un Inmigrante ilegal entra un estanco pide un paquete de tabaco y dice que se lo cobre a @gob_na‼️

👉La pobre chica sale detrás y recibe un puñetazo en la cara, diciéndole que la próxima vez la apuñalara‼️

Sigue 👎 https://t.co/FNglMhthmt",1,"👉This wild thing happened today in the center of Pamplona!!

👉An illegal immigrant enters a tobacconist's shop and asks for a pack of tobacco and says to charge it to @gob_na!!

👉The poor girl comes out behind her and gets punched in the face by her, telling her to stab her next time!! ️

Follow 👎 https://t.co/FNglMhthmt","👉This wild thing happened today in the center of Pamplona!!
👉An illegal immigrant enters a tobacconist's shop and asks for a pack of tobacco and tells him to charge the poor girl for it. He comes out behind her and gets punched in the face by her, telling her that he will stab her next time!! ️
Follow 👎"
"@aburrido_de @IreneMontero ¿En qué se parece esta escena a una agresión real de un hombre inmigrante a una mujer? Que @IgualdadGob,  @IreneMontero y la piara que las siguen se callan como puertas",1,"@aburrido_de @IreneMontero How is this scene similar to a real attack by an immigrant man on a woman? That @IgualdadGob, @IreneMontero and the herd that follows them are as silent as doors",How is this scene similar to a real attack by an immigrant man on a woman? That and the herd that follows them are silent like doors
@eledhmel Pones el ejemplo de una inmigrante mentirosa. Las mujeres honradas no queremos que nos quiten ni un derecho. Y las que cometan un delito deben ir a la carcel.,1,@eledhmel You give the example of a lying immigrant. Honest women do not want even one right to be taken away from us. And those who commit a crime must go to jail.,You give the example of a lying immigrant. Honest women do not want even one right to be taken away from us. And those who commit a crime must go to jail.
@GusOrdonez Sudaca hijo de puta,1,@GusOrdonez Sudaca son of a bitch,Sudaca son of a bitch
"Un estado de derecho debería expulsar a todo inmigrante que ya no trabaje. El español se queda pq es su patria. El trabajo y recursos sociales deben de ser solo para los nacionales.
Ya recapitularemos contra los gobernantes apátridas y globalistas 

Veo mucho moreno en la cola... https://t.co/SaCvUXIGXY https://t.co/cMiaNdGEC5",1,"A rule of law should expel any immigrant who no longer works. The Spaniard stays because it is his homeland. Work and social resources should be only for nationals.
We will recapitulate against the stateless and globalist rulers

I see a lot of brown people in the queue... https://t.co/SaCvUXIGXY https://t.co/cMiaNdGEC5","A rule of law should expel any immigrant who no longer works. The Spaniard stays because it is his homeland. Work and social resources should be only for nationals.
We will recapitulate against the stateless and globalist rulers
I see a lot of brown in the queue. .."
Niño lo de las pateras ya no es normal. Donde cojones esta el gobierno parando las putas mafias? No hay de comer para la gente de aqui menos para ayudar a tanto inmigrante... pffff,1,"Child, the boat thing is no longer normal. Where the hell is the government stopping the fucking mafias? There is nothing to eat for the people here except to help so many immigrants... pffff","Child, the boat thing is no longer normal. Where the hell is the government stopping the fucking mafias? There is nothing to eat for the people here, much less to help so many immigrants. .. pffff"
"#ContigoEnLaManana
Inmigrante.. 
Drogadicto.. 
Agresivo...
Situación de calle... 
Que linda la herencia de inmigración del gobierno anterior...",1,"#WithYouInTheMorning
Immigrant..
Junkie..
Aggressive...
Street situation...
How beautiful the immigration legacy of the previous government...","Immigrant. .
Junkie. .
Aggressive. ..
Street situation. ..
What a nice immigration legacy from the previous government. .."
"Osea por ser inmigrante el weon puede hacer la wea que quiera, wenaaaa sigamos igual y que nos pasen por ensima total son extranjeros, 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️ ven el hacerse cargo pero porque chucha Chile debe hacerse cargo del cacho #ContigoCHV",1,"I mean, because he's an immigrant, the guy can do whatever he wants, wenaaaa let's continue the same and let them pass us by totally, they're foreigners, 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️ they see it taking over but because damn Chile should take over cacho #ContigoCHV","I mean, because he's an immigrant, he can do whatever he wants, let's continue the same and let them pass us by, they're totally foreigners, 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️ they see it taking over but why the hell Chile should take over chub"
"@lolimaripeli @liusivaya Lamentablemente en este paisaje que ser inmigrante,ladronzuelos,bisexual,homoxesual ,a los que llevamos 45 años trabajando y cotizando,y nos Cierran el Negocio NO tenemos derecho a NADA,ni mascarillas gratis futuro tenemos! Alguien me contesta? Por Favor hacerlo.",1,"@lolimaripeli @liusivaya Unfortunately in this landscape, being an immigrant, a thief, a bisexual, a homosexual, those of us who have been working and contributing for 45 years, and they close our business have NO right to ANYTHING, nor do we have a future for free masks! Does anyone answer me? Please do it.","Unfortunately in this landscape, being an immigrant, a thief, a bisexual, a homosexual, those of us who have been working and contributing for 45 years, and they close our business, we have NO right to ANYTHING, nor do we have a future for free masks! Does anyone answer me? Please do it."
"No es por nada,pero mi mamá se levanta a las 4 de la mañana y hoy salió temprano y quiso recostarse y voos NEGRO DE MIERDA PORQUE ESO SOS VENIS Y PONES MUSICA DE COLON? SOS JODA LOCO? NO TODOS ESTAMOS ALP2 COMO VOS VIEJO DE MIERDA. Acá laburamos todos.",1,"It's not for nothing, but my mom gets up at 4 in the morning and today she went out early and wanted to lie down and you FUCKING BLACK WHY ARE YOU COME AND PLAYING COLON MUSIC? ARE YOU FUCKING CRAZY? WE ARE NOT ALL ALP2 LIKE YOU, YOU OLD FUCK. We all work here.","It's not for nothing, but my mom gets up at 4 in the morning and today she went out early and wanted to lie down and you FUCKING BLACK WHY ARE YOU COME AND PLAYING COLON MUSIC? ARE YOU FUCKING CRAZY? WE ARE NOT ALL ALP2 LIKE YOU, YOU OLD FUCK. We all work here."
"@mensajero999 @loutaylorp otra activista castrochavista.
vayase a su pais a exigir derechos.
en q país los extranjeros hacen las constituciones o las leyes.
Con razón tanto inmigrante nos metieron ahora nueva% seremos colonia si les siguen dando alas a estos infiltrados.",1,"@mensajero999 @loutaylorp another Castro-Chavista activist.
Go to her country to demand rights.
In which country do foreigners make constitutions or laws.
No wonder they put so many immigrants into us now, we will be a colony if they continue to give wings to these infiltrators.","another Castro-Chavista activist.
Go to her country to demand rights.
In which country do foreigners make constitutions or laws.
No wonder they put so many immigrants into us now, we will be a colony if they continue to give wings to these infiltrators."
"@BrunsJapones NO NECESITAS CONFESAR QUE A HOMER LE LLAMAS HOMERO, PANCHITO",1,"@BrunsJapones YOU DON'T NEED TO CONFESS THAT YOU CALL HOMER HOMER, PANCHITO","YOU DON'T NEED TO CONFESS THAT YOU CALL HOMER HOMER, PANCHITO"
Chile tiene derecho a defender su frontera. Este país es llegar y llevar. Paren de abusar y destruir Chile. Ni un inmigrante mas https://t.co/dS98z1syh9,1,Chile has the right to defend its border. This country is reach and take. Stop abusing and destroying Chile. Not one more immigrant https://t.co/dS98z1syh9,Chile has the right to defend its border. This country is reach and take. Stop abusing and destroying Chile. Not one more immigrant
@DiarioOle El negro de mierda cara de mono de Tévez debería estar parado el mismo tiempo que lo esté aguerre. Pedazo de HdP,1,@DiarioOle The monkey-faced shitty black guy from Tévez should be standing still as long as I'm fighting him. HdP piece,The monkey-faced shitty black guy Tévez should be standing still as long as I'm fighting him. HdP piece
